state,bill_number,bill_id,session_year,party,is_bipartisan,status,status_full,Author,Additional Authors,Topics,Summary,bill_url
AL,H 515,ALH515,2025,Republican,False,Failed,Failed - Adjourned - House Insurance Committee,Shirey (R),,"Health Use, Private Sector Use","Relates to artificial intelligence, regulate use in health coverage decisions.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2025000H515&ciq=urn:user:PA196471263&client_md=5a00756b2938ab269937959626b8b4e8&mode=current_text
AL,H 516,ALH516,2025,Democrat,False,Failed,Failed - Adjourned - House Commerce and Small Business Committee,Chestnut (D),,"Notification, Private Sector Use","Relates to consumer protection, use of a computer to interact with a consumer when consumer believes the interaction is with a human is an unlawful trade practice.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2025000H516&ciq=urn:user:PA196471263&client_md=fd3811daf64406f099a06c20a9fbb4c7&mode=current_text
AL,H 557,ALH557,2025,Democrat,False,Failed,Failed - Adjourned - House Insurance Committee,Datcher (D),,"Health Use, Private Sector Use","Relates to health benefit plans, processes further specified for making coverage determinations with enforcement and oversight given to the Department of Insurance.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AL2025000H557&ciq=urn:user:PA196471263&client_md=8d6eb53004336330bc5100363f6adc21&mode=current_text
AK,S 2,AKS2,2025,Republican,False,Pending,Pending - Carryover - Senate State Affairs Committee,Hughes (R),,"Criminal Use, Deepfake, Elections, Government Use, Impact Assessment, Notification","Relates to the disclosure of election related deepfakes, relates to use of artificial intelligence by State agencies, relates to the transfer of data about individuals between State agencies.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S2&ciq=urn:user:PA196471263&client_md=9caebbbd988e680651a3ae6f3ae50e78&mode=current_text
AK,HCR 3,AKHCR3,2025,Republican,False,Pending,Pending - Carryover - House Finance Committee,Rauscher (R),,"Education/Training, Energy, Government Use, Effect on Labor/Employment, Private Sector Use, Studies",Establishes the Joint Legislative Task Force on Artificial Intelligence.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000HCR3&ciq=urn:user:PA196471263&client_md=690b11f6b311446aebe70310bbaad5ce&mode=current_text
AK,S 33,AKS33,2025,Republican,False,Pending,Pending - Carryover - Senate State Affairs Committee,Cronk (R),,"Deepfake, Elections, Provenance","Relates to defamation claims based on the use of synthetic media, relates to the use of synthetic media in electioneering communications.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S33&ciq=urn:user:PA196471263&client_md=461195d214c9d468a42e61f44a2abd41&mode=current_text
AK,H 53,AKH53,2025,Other,False,Enacted,Enacted - Act No.  2025-10,Rules Cmt,,"Appropriations, Deepfake, Government Use","Makes appropriations for the operating and loan program expenses of state government and for certain programs, capitalizes funds, amends appropriations, makes supplemental appropriations.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H53&ciq=urn:user:PA196471263&client_md=85d6cb4fd70e224ce2270392723fa40b&mode=current_text
AK,S 64,AKS64,2025,Other,False,Pending,Pending - Carryover - HOUSE,Rules Cmt,,"Deepfake, Elections","Relates to elections, relates to voters, relates to voting, relates to voter registration, relates to election administration, relates to the Alaska Public Offices Commission, relates to campaign contributions, relates to the crimes of unlawful interference with voting in the first degree, unlawful interference with an election, and election official misconduct, relates to synthetic media in electioneering communications, relates to campaign signs, relates to voter registration on permanent fund dividend.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S64&ciq=urn:user:PA196471263&client_md=409664ef07da1fbcc4c7535b0dedb35b&mode=current_text
AZ,S 1140,AZS1140,2025,Democrat,False,Failed,Failed - Adjourned - Senate Health and Human Services Committee,Miranda (D),Alston (D);Gonzales (D);Gabaldon (D);Sundareshan (D);Abeytia (D),"Appropriations, Government Use, Health Use","Relates to telehealth program, relates to homeless, relates to recovery services.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1140&ciq=urn:user:PA196471263&client_md=864a0bf1da27e339d312eadf817be506&mode=current_text
AZ,S 1279,AZS1279,2025,Republican,False,Failed,Failed - Senate Third Reading,Finchem (R),,Government Use,"Establishes the Sheriffs Criminal Justice Commission, provides for membership, provides that the commission shall, among other things, monitor the progress and implementation of new and continuing criminal justice legislation and prepare a biennial criminal justice system review report, provides for the State Aid for Juvenile Dependency Proceedings Fund, provides for the Law Enforcement Crime Victim Notification Fund, provides for appropriations.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1279&ciq=urn:user:PA196471263&client_md=3a28fc4383aed4030e770000778dc358&mode=current_text
AZ,S 1295,AZS1295,2025,Republican,False,Enacted,Enacted - Act No.  184,Kavanagh (R),,Deepfake,"Relates to forgery, provides that a person commits criminal impersonation by using a computer generated voice recording, image or video of another person with the intent to defraud other persons or with the intent to harass other persons, provides that criminal impersonation is a class 5 or 6 felony.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1295&ciq=urn:user:PA196471263&client_md=f591a12a7d421721586d821369b43b05&mode=current_text
AZ,H 2175,AZH2175,2025,Republican,False,Enacted,Enacted - Act No.  165,Willoughby (R),,"Health Use, Private Sector Use","Provides that before a health care insurer may deny a claim that was submitted by a provider on the basis of medical necessity, the medical director shall individually review the denial, provides that during each individual review, the medical director shall exercise independent medical judgment and may not rely solely on recommendations from any other source, provides for the review of denials of prior authorizations.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000H2175&ciq=urn:user:PA196471263&client_md=c054440eddf689731b3d8af45f2507b5&mode=current_text
AZ,H 2342,AZH2342,2025,Republican,False,Enacted,Enacted - Act No.  81,Martinez (R),,"Government Use, Oversight/Governance, Private Sector Use","Relates to blockchain technology, provides that a city or town may not prohibit or otherwise restrict an individual from lawfully accessing or using computational power or running a node on blockchain technology in a residence, provides that a county may not prohibit or otherwise restrict an individual from lawfully accessing or using computational power or running a node on blockchain technology in a residence.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000H2342&ciq=urn:user:PA196471263&client_md=e247bfe64b4c0d5261c4d4457485716a&mode=current_text
AZ,H 2678,AZH2678,2025,Republican,False,Enacted,Enacted - Act No.  174,Willoughby (R),Nguyen (R);Angius (R),"Child Pornography, Criminal Use, Deepfake","Relates to the sexual exploitation of children, provides that a dangerous crime against children shall include a visual depiction that is indistinguishable from an actual minor that is under the specified age, provides that a visual depiction includes each visual image that is contained in, among other things, a photograph or data, regardless of whether the image is created or modified by software, artificial intelligence or other digital editing tools, and that is capable of conversion into a visual image.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000H2678&ciq=urn:user:PA196471263&client_md=1f78d052a195e26876bb89c8f7c7c060&mode=current_text
AZ,H 2712,AZH2712,2025,Republican,False,Failed,Failed - Adjourned - HOUSE,Blackman (R),,"Child Pornography, Criminal Use, Deepfake","Relates to indistinguishable, relates to visual depiction, relates to minor, relates to definition.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000H2712&ciq=urn:user:PA196471263&client_md=fb5135581fabaa953f9d23127672b940&mode=current_text
AZ,H 2830,AZH2830,2025,Democrat,True,Failed,Failed - Adjourned - House Government Committee,Contreras P (D),Gillette (R);Connolly (D),"Criminal Use, Housing, Studies","Relates to attorney general, relates to deed fraud registry.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000H2830&ciq=urn:user:PA196471263&client_md=8499623809e141e7a2a79535c2ef28c1&mode=current_text
AZ,H 2847,AZH2847,2025,Democrat,False,Failed,Failed - Adjourned - House Commerce Committee,De Los Santos (D),,"Housing, Private Sector Use","Relates to rental price fixing, relates to algorithmic pricing.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000H2847&ciq=urn:user:PA196471263&client_md=70f28e1f4662d99a9a67f73d0a6fa15f&mode=current_text
AR,S 258,ARS258,2025,Republican,False,Failed,Failed - Died,Penzo (R),,Private Sector Use,"Creates the Arkansas Digital Responsibility, Safety, and Trust Act, protects Arkansans privacy rights, enforces the rights against those who collect, use, retain, and share their personal information, and establishes the legislative framework for responsible, safe, and trustworthy technology in State.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000S258&ciq=urn:user:PA196471263&client_md=b4f359e2cf01b67bc298df4e24bf21ca&mode=current_text
AR,S 612,ARS612,2025,Republican,False,Enacted,Enacted - Act No.  901,Dees (R),,"Private Sector Use, Private Right of Action","Creates a private right of action for the use of a design, algorithm, or feature by a social media platform that causes harm, imposes a civil penalty on a platform that knowingly and willfully contributes to the suicide or attempted suicide of a minor, provides that a platform is liable for an award of litigation costs, attorneys fees, and damages in an action brought by a parent or guardian whose child or legal dependent commits suicide or attempts suicide following exposure to certain online content.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000S612&ciq=urn:user:PA196471263&client_md=4e0830e5766126f68b0efa7fd5d05cda&mode=current_text
AR,H 1041,ARH1041,2025,Democrat,False,Failed,Failed - Died,Collins A (D),,"Deepfake, Elections, Provenance","Prohibits deceptive and fraudulent deepfakes in election communications, provides for a cause of action and civil penalties for the use of deceptive and fraudulent deepfakes and for other purposes, provides that a person may, within ninety days of an election in which a candidate for an elected office will appear on the ballot, distribute synthetic media that the person knows or should know is a deceptive and fraudulent deepfake of a candidate or party on the state or local ballot if the synthetic media.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1041&ciq=urn:user:PA196471263&client_md=f4e269f494663479898044c9c059b6e9&mode=current_text
AR,H 1071,ARH1071,2025,Republican,False,Enacted,Enacted - Act No.  159,Richardson S (R),,"Deepfake, Effect on Labor/Employment, Private Sector Use","Provides protections for an individual whose photograph, voice, or likeness is reproduced through means of artificial intelligence and used commercially, provides that it is not a violation of the Frank Broyles Publicity Rights Protection Act of 2016 if the name, voice, signature, photograph, or likeness of an individual is used by a service provider of a system or network if the service provider does not have actual knowledge that a photograph, voice, or likeness on the system or network is in violation.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1071&ciq=urn:user:PA196471263&client_md=ebf8e03b478a670a8af716c40b889b0f&mode=current_text
AR,H 1083,ARH1083,2025,Democrat,False,Failed,Failed - Adjourned - Withdrawn,Collins A (D),,"Notification, Private Sector Use","Provides that a covered platform shall take reasonable measures in the design and operation of any product, service, or feature that the platform knows is used by minors to avoid any heightened risk of harm to minors, including anxiety, depression, and suicidal behaviors, provides that parental tools provided by a covered platform shall include the ability to manage a minors privacy and account settings, creates the Kids Online Safety Council, provides for filter bubble transparency requirements.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1083&ciq=urn:user:PA196471263&client_md=0fcdca45ac2baba013994885929e1f29&mode=current_text
AR,H 1141,ARH1141,2025,Republican,False,Failed,Failed - Died,Richardson S (R),,"Deepfake, Elections","Creates criminal offenses related to deceptive and injurious media in the course of election campaigns, provides that it shall be unlawful for a person to purposely injure a candidate for office in the State by creating or causing to be created a deep fake and publishing, distributing, or causing to be published or distributed the deep fake a specified number of days before the date of the general election and on the date of the general election with the knowledge that the communication was a deep fake.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1141&ciq=urn:user:PA196471263&client_md=7382d278ac65c55e2df0f40c7611dce1&mode=current_text
AR,H 1283,ARH1283,2025,Republican,False,Failed,Failed - Died,Mayberry J (R),,Education/Training,Requires the division of elementary and secondary education to include digital media standards in kindergarten through grade twelve library media standards.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1283&ciq=urn:user:PA196471263&client_md=654acf195f8889b0cbd9fbfc88b6ba15&mode=current_text
AR,H 1297,ARH1297,2025,Republican,False,Failed,Failed - Adjourned - Withdrawn,Johnson (R),,"Health Use, Private Sector Use","Concerns artificial intelligence, algorithms, and other automated technologies, regulates certain practices of healthcare insurers.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1297&ciq=urn:user:PA196471263&client_md=f4651049fd5bd147e71bc33dc3a13ba4&mode=current_text
AR,H 1518,ARH1518,2025,Republican,False,Failed,Failed - Adjourned - Withdrawn,Meeks S (R),,"Child Pornography, Criminal Use, Deepfake","Creates the offense of creating, distributing, possessing, or viewing artificial intelligence-generated matter depicting sexually explicit conduct involving a child.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1518&ciq=urn:user:PA196471263&client_md=310710fe747e9a8572375f855dd0c99d&mode=current_text
AR,H 1529,ARH1529,2025,Republican,False,Enacted,Enacted - Act No.  827,Meeks S (R),,Deepfake,"Concerns deepfake visual material of a sexual nature, creates the criminal offense of unlawful creation and distribution of deepfake visual material, establishes a cause of action for unlawful creation of deepfake visual material, provides that engaging in sexual contact, sexual intercourse, deviate sexual activity, or sexually explicit conduct such that an ordinary person viewing the deepfake visual material would conclude that the depiction is of the identifiable person engaging in sexual contact.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1529&ciq=urn:user:PA196471263&client_md=c1c40647a0876c24dcc344c0afebc081&mode=current_text
AR,H 1726,ARH1726,2025,Republican,False,Failed,Failed - Died,Gramlich (R),,Private Sector Use,"Creates the Arkansas Kids Online Safety Act, provides that a covered platform shall take reasonable measures in the design and operation of any product, service, or feature that the covered platform knows is used by minors to avoid any heightened risk of harm to minors caused by such product, service, or feature, including without limitation the mental health disorders, consistent with evidence-informed medical information.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1726&ciq=urn:user:PA196471263&client_md=df3ab21d752abafb8dbd46160de01321&mode=current_text
AR,H 1816,ARH1816,2025,Republican,False,Failed,Failed - Adjourned - Withdrawn,Johnson (R),,Health Use,Prohibits healthcare providers and healthcare insurers from using artificial intelligence in the delivery of healthcare services or the generation of medical records unless certain requirements are met.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1816&ciq=urn:user:PA196471263&client_md=b852b9c72aa3cf89a568ea962bda2fd2&mode=current_text
AR,H 1823,ARH1823,2025,Republican,False,Failed,Failed - Died,Duffield (R),,"Child Pornography, Criminal Use, Deepfake, Private Right of Action","Establishes the disrupt explicit forged images and nonconsensual edits act of 2025, clarifies the rights for an individual affected by nonconsensual activities involving intimate digital forgeries.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1823&ciq=urn:user:PA196471263&client_md=0b3af5a112bcf881efca9e7bf89c4b8e&mode=current_text
AR,H 1876,ARH1876,2025,Republican,False,Enacted,Enacted - Act No.  927,Richardson S (R),,"Private Sector Use, Provenance","Relates to the ownership of model training and content generated by a generative artificial intelligence tool, provides that, with certain exceptions, when a person uses a generative artificial intelligence tool to generate content, the person who provides the input or directive to the generative artificial intelligence tool shall be the owner of the generated content, provided that the content does not infringe on existing copyrights or intellectual property rights.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1876&ciq=urn:user:PA196471263&client_md=a7f73f3325742058a28d597e05e60d43&mode=current_text
AR,H 1877,ARH1877,2025,Republican,False,Enacted,Enacted - Act No.  977,Meeks S (R),,"Child Pornography, Criminal Use, Deepfake","Concerns criminal offenses related to possession of sexually explicit material that depicts a child, includes a computer generated image that is indistinguishable from the image of a child.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1877&ciq=urn:user:PA196471263&client_md=d93d8aefead758d4ea099e5944e64523&mode=current_text
AR,H 1958,ARH1958,2025,Republican,False,Enacted,Enacted - Act No.  848,Meeks S (R),,Government Use,Requires public entities to create a policy concerning the authorized use of artificial intelligence.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2025000H1958&ciq=urn:user:PA196471263&client_md=dbb0caba4b622d999394c2d550a9b395&mode=current_text
CA,SJR 2,CASJR2,2025,Democrat,False,Adopted,Adopted - Act No.  2025-141,Cortese (D),,Effect on Labor/Employment,"Urges President Donald J. Trump and the Congress of the United States to approve federal legislation guaranteeing specified rights to classified workers that would, among other things, empower those workers to work in a stable, safe environment and receive livable and competitive wages.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000SJR2&ciq=urn:user:PA196471263&client_md=9f3e2ee15b364d093667ca06d4edc2f1&mode=current_text
CA,S 7,CAS7,2025,Democrat,False,Vetoed,Vetoed - Vetoed,McNerney (D),,"Government Use, Effect on Labor/Employment, Notification","Requires an employer to provide a written notice that an automated decision system, for the purpose of making employment-related decisions, not including hiring, is in use at the workplace to all workers that will foreseeably be directly affected by the ADS. Requires an employer to notify a job applicant that the employer utilizes an ADS in hiring decisions, if the employer will use the ADS in making decisions for that position. Prohibits an employer from using an ADS that does certain functions.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S7&ciq=urn:user:PA196471263&client_md=ebe56e9683593c38c2cc3ff3f3b5f664&mode=current_text
CA,S 11,CAS11,2025,Democrat,False,Vetoed,Vetoed - Vetoed,Ashby (D),,"Criminal Use, Deepfake, Judicial Use, Private Sector Use",Defines various terms related to artificial intelligence and digital replication and clarifies that false impersonation includes the use of a digital replica with the intent to impersonate another for purposes of these and other criminal provisions. Requires a specified warning to be hyperlinked on any page or screen where the consumer may input a prompt to the technology and included in the terms and conditions for use of the technology.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S11&ciq=urn:user:PA196471263&client_md=e97ccebd4c0babb539e3f1de5e49ed1b&mode=current_text
CA,S 47,CAS47,2025,Democrat,False,Enacted,Enacted - Act No.  2025-209,Umberg (D),,"Audit, Judicial Use, Effect on Labor/Employment, Studies","Relates to the State Bar Act. Requires the State Auditor to conduct an audit of the specified bar exam and to submit the audit as soon as possible to the Board of Trustees of the State Bar, the Chief Justice of the Supreme Court, and to the Assembly and Senate Committees on Judiciary. Requires the State Bar to provide the California State Auditor with the funding necessary to cover the costs of the audit.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S47&ciq=urn:user:PA196471263&client_md=5b62e8b07281cf326f1e09c3c1cd83b8&mode=current_text
CA,S 52,CAS52,2025,Democrat,False,Pending,Pending - Carryover - Assembly Appropriations Committee,Perez S (D),,"Housing, Private Sector Use","Makes it unlawful for any person to sell, license, or provide to a certain number or more persons a rental pricing algorithm with the intent or reasonable expectation that it be used by a specified number or more persons to set rental terms for residential premises. Makes it unlawful for a person to set or adopt rental terms based on the recommendation of a rental pricing algorithm if the person knows or should know that the rental pricing algorithm processes nonpublic competitor data for certain purposes.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S52&ciq=urn:user:PA196471263&client_md=7609e501852409e00911b4f76ad57366&mode=current_text
CA,S 53,CAS53,2025,Democrat,False,Enacted,Enacted - Act No.  2025-138,Wiener (D),,"Cybersecurity, Government Use, Impact Assessment, Private Sector Use, Studies","Enacts the Transparency in Frontier Artificial Intelligence Act. Provides that the TFAIA would exempt from the California Public Records Act a report of a critical safety incident submitted to the Office of Emergency Services, a report of assessments of catastrophic risk from internet use, and a covered employee report made pursuant to the whistleblower protections.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S53&ciq=urn:user:PA196471263&client_md=7b6cdbf82d3b3efbe5d60749010131c0&mode=current_text
CA,S 57,CAS57,2025,Democrat,False,Enacted,Enacted - Act No.  2025-647,Padilla (D),,"Energy, Private Sector Use, Studies",Provides that existing law authorizes the commission to fix the rates and charges for every public utility and requires that those rates and charges be just and reasonable. Authorizes the Public Utilities Commission to assess the extent to which electrical corporation costs associated with new loads from data centers result in cost shifts to other electrical corporation customers.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S57&ciq=urn:user:PA196471263&client_md=89fcbd455a85a6f6d4129c5bba049dc2&mode=current_text
CA,S 69,CAS69,2025,Democrat,False,Pending,Pending - Carryover - Assembly Appropriations Committee,McNerney (D),,"Government Use, Judicial Use","Requires the Attorney General to establish and maintain a specified program to build internal expertise in artificial intelligence, including its applications, risks, regulatory implications, and civil rights impacts. Requires, on or before the specified date, and annually thereafter, the Attorney General to submit a public report to the Legislature describing the program, key developments in artificial intelligence law and policy, and recommendations for additional State oversight or safeguards.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S69&ciq=urn:user:PA196471263&client_md=06dbc6ec3a3ab2a523e4e5d55d45a2bb&mode=current_text
CA,SCR 82,CASCR82,2025,Republican,False,Pending,Pending - Carryover - Assembly Higher Education Committee,Niello (R),,"Education Use, Education/Training","Encourages the President of the University of California, the Chancellor of the California State University, and the Chancellor of the California Community Colleges to create a workgroup of faculty, staff, and administrators to review the use of artificial intelligence in higher education, and create a report and make public the strategies and best practices for artificial intelligence usage agreed upon by the workgroup.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000SCR82&ciq=urn:user:PA196471263&client_md=6e8c3685cba46c2c328a345db0fe6baf&mode=current_text
CA,A 82,CAA82,2025,Democrat,False,Enacted,Enacted - Act No.  2025-679,Ward (D),,Deepfake,"Expands the Address Confidentiality Program to a gender-affirming health care provider, employee or volunteer who faces threats of violence or harassment because of affiliation with a gender-affirming health services facility. Prohibits a person, business or association from soliciting, selling or trading on the internet or social media personal information or images of providers, employees, volunteers or patients with certain intent. Prohibits certain reports of testosterone or mifepristone prescriptions.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A82&ciq=urn:user:PA196471263&client_md=12ed8f16844ebf1a470d0077a6688f58&mode=current_text
CA,A 101,CAA101,2025,Democrat,False,Pending,Pending - Carryover - Senate Budget & Fiscal Review Committee,Gabriel (D),,"Appropriations, Government Use",Makes appropriations for the support of State government for the specified fiscal year.,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A101&ciq=urn:user:PA196471263&client_md=cee0d66de4ffc7ca5253f39adf6a2173&mode=current_text
CA,S 101,CAS101,2025,Other,False,Enacted,Enacted - Act No.  2025-004,Budget and Fiscal Review Cmt,,"Appropriations, Government Use","Makes appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, relating to the state budget, to take effect immediately, budget bill.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S101&ciq=urn:user:PA196471263&client_md=0bc2efd7630864b8a376fc3181712a4b&mode=current_text
CA,S 102,CAS102,2025,Other,False,Pending,Pending - Carryover - Assembly Budget Committee,Budget and Fiscal Review Cmt,,Government Use,"Provides that the Budget Act of 2025 would make appropriations for the support of State government for the specified fiscal year. Amends the Budget Act of 2025 by amending, adding, and repealing items of appropriation and making other changes.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000S102&ciq=urn:user:PA196471263&client_md=020a7acdccd570b3fe2450c09c8c4ed1&mode=current_text
CA,A 102,CAA102,2025,Democrat,False,Enacted,Enacted - Act No.  2025-005,Gabriel (D),,"Appropriations, Government Use","Provides that the Budget Act of 2025 would make appropriations for the support of State government for the specified fiscal year. Amends the Budget Act of 2025 by amending, adding, and repealing items of appropriation and making other changes. Provides for the support of, among other things, the Legislative Analyst's Office, the State Court Facilities Construction Fund, the Judicial Branch, local assistance, and the Governor's Office of Business and Economic Development.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A102&ciq=urn:user:PA196471263&client_md=755a31b49b2fd88d66c24a8acf6dd7d1&mode=current_text
CA,A 103,CAA103,2025,Democrat,False,Pending,Pending - Carryover - Senate Budget & Fiscal Review Committee,Gabriel (D),,"Appropriations, Education Use, Education/Training","Provides that the Budget Act of 2022, the Budget Act of 2023, and the Budget Act of 2024 made appropriations for the support of State government for the specified fiscal years. Amends those budget acts by amending, adding, and repealing items of appropriation and making other changes.",http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2025000A103&ciq=urn:user:PA196471263&client_md=f580d3cf6c8ba290eff910f7f1ce1dc4&mode=current_text
